;직무내용;모집직종;관련직종;전공;자격면허;외국어능력;병역대체 복무자채용;고용허가제;우대조건;컴퓨터 활용능력;기타우대사항;작업환경;sqlp;a;b;c;d;e;f;g;h;i
- 컴퓨터 공학 또는 관련 분야의 학사 이상 학력 소지자
- Android 및 iOS 앱 개발 경험이 5년 이상인 자
- Native 또는 Hybrid 앱 개발 경험
- 앱 개발 프로젝트 총괄 경험자
- 효율적인 코드 작성 및 개선 능력
- 전반적인 APP / SW 개발 기획 역량 및 전략 수립 경험";모바일애플리케이션프로그래머(앱·어플개발);;응용소프트웨어공학(학과:컴퓨터소프트웨어전공);관계없음;;비희망;;;;"- 헬스케어/의료 분야에 대한 이해 및 경험
- 헬스케어/의료 앱 개발 및 관리 경험
- 협업 도구 사용 경험 (예: Jira, Trello, GitHub 등)";;False;False;False;False;False;False;False;False;False;False

131;"솔루션 기술지원 / 소프트웨어 테스팅 : 정보보안 / 웹 컨트롤 분야 솔루션, 소프트웨어 테스터 업무
당사가 취급하는 솔루션에 대한 설치 및 유지보수 업무 및 소프트웨어 시험 관련한 테스터 모집합니다.
경력자 우대합니다.";컴퓨터시스템전문가;;전산학·컴퓨터공학(학과:IT정보공학부(컴퓨터시스템공학,소프트웨어공학));정보처리기사(우대),정보보안기사(우대);영어(중);비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;컴퓨터 관련 학과 졸업자 우대 합니다.;;False;True;False;False;False;False;False;False;False;False

132;"안녕하십니까? 반갑습니다!!
저희 골든어스는 DataBase Integration 컨설팅, 통합 설계, 실시간 동기화 및 Zero DownTime Migration 전문 기술력을 제공하고 있습니다. 특히, 국내 대기업들의 DataBase Integration 컨설팅과 구축을 다수 진행한 국내 최고의 기술력을 보유 하고 있습니다.
자사에서 개발한 솔루션인 ""OGG Extension Adaptor""는 출시 이후 금융권에 적용되어 안정적인 서비스를 제공하고 있고, 고가의 OGG 인프라를 최적의 비용으로 Kafka와 연동하고 확장해 나갈 수 있어 기업의 실시간 Data Infra 구축에 큰 축을 이루어 나가고 있습니다. 
또한, 다양한 정합성 검증 기능을 제공하는 ""SyncChecker"" 는, 출시 이후 국내 대기업에 적용되어 복잡한 Integration 환경 하에서도 정합성 검증과 복구 서비스를 완벽하게 제공하고 있습니다.
골든어스의 목표는 ""Kafka Based Integration Platform"" 개발과 ""Data Integration Business""분야의 선두 주자가 되는 것입니다. 
골든어스는 수직 관계가 아닌 수평적 관계를 통하여, 실력과 인성을 쌓고 어디를 나가든 인정받을 수 있도록 지속적으로
노력하고 아낌없는 지원을 하고 있습니다.
CDC/DBMS와 더블어 자사 솔루션들로 자사의 규모가 점점 커져가고 있으며, 사세 확장을 위한 귀한 분들을 충원하고 있습니다.
자신의 역량을 마음껏 펼칠 수 있는 분들의 많은 지원을 부탁 드립니다.
1. 주요업무
- 고객사 기술지원 업무
  . DB 제품 설치 및 환경 구성
  . DB Migration 및 튜닝
  . 장애에 대한 트러블슈팅
  . 고객 요청에 대한 기술 응대
  . 사내 DB 관리 등
- 사내에서 신제품 및 다양한 기능 테스트
- DB & Data Integration과 관련된 세미나/교육 참석 및 기술 습득
2. 지원 자격요건
- Oracle 데이터베이스 기술지원 경력자
  . Database 설치, 구성 및 트러블슈팅 가능하신 분
  . 마이그레이션 및 튜닝 경험이 많으신 분
- 전문대 졸업 이상자 및 대리 ~ 과장급 경력자
- 상대방을 존중할 줄 알고, 여러 동료들과 적극적으로 소통하며 협업할 줄 아시는 분
  (본인만 생각하는 인성 저질이신 분은 절대 사양합니다)
- 항상 배움의 자세로 임하며, 자신의 부족한 부분을 적극적으로 채울 수 있는 분
  (몰랐던 것은 죄가 아니나, 알려고 하지 않는 자세는 사양합니다)
- 고객사 외근 및 업무 지원에 대한 부담감이 없으신 분
3. 우대사항
- 관련 자격증 소지자 (OCP 등)
- MySQL DB 경력자
- Oracle Goldengate 기술지원 경력자
  (모르셔도 배우고자 하는 의지는 우대합니다)
4. 마감일 및 근무지
- 채용인원 : 1명
- 마감일   : 상시
- 근무지 (본사) : 서울 금천구 가산디지털1로 142 (더스카이밸리1차)
  고객사 : 요청에 따라 각 고객사로 직출할 수 도 있습니다.
5. 사내 복지
- 심야 교통비, 식대 지원
- 다양한 경조사에 대한 경조 지원금 및 유급 휴가
- 설, 추석 명절 선물 지급
- 4대 보험 및 종합 건강검진 지원
- 업무에 영향이 없는 자유로운 연차/반차 사용 권고
- Remote Work 제도 운영
- 시차 출퇴근 제도 (08:00 ~ 10:00 사이 원하는 출근시간 선택 가능)
- 연차, 직급과 무관한 역량 지향적 업무 문화";데이터베이스운영·관리자;;전산학·컴퓨터공학(학과:전산학과);정보처리기사(필수)기타:OCP등;;비희망;;;;;;False;True;False;False;False;True;False;False;False;False

133;"담당업무
- 설계(OLED, 진공부품 및 장비설계)
자격요건
- 학력:대졸이상(2,3년)
- 경력: 경력7년이상
우대사항
- 공학계열
- 해당직무 근무경험";컴퓨터시스템설계및분석가;;;기타:해당업무관련자격증;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

134;"[담당업무]
파워빌더 개발 및 유지보수
[자격요건]
학력: 학력무관
경력: 경력3년↑
- MSSQL, MySQL
- 버전 관리 툴 경험(SVN, GIT 등)
- 엔지니어와의 커뮤니케이션";범용응용소프트웨어프로그래머(ERP,정보처리,재무관리등);;;관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

135;"회로개발 - 2명 
   (경력직)
  * MCU을 사용한 Main 회로 개발
  * LCD/ SMPS / USB / WIFI 등 주변 회로 개발 경험자 우대 
   (신입)
  * 전자공학 계열
펌웨어 개발 -2명
   (경력자)
   * C를 사용한 임베디드 프로그램 개발
   * LCD/ USB / WIFI 등 주변 회로 개발 경력 우대
   (신입)
   * C 사용 경험자";전기기기·제품개발기술자및연구원;펌웨어및임베디드소프트웨어프로그래머,전자공학기술자및연구원;;전자캐드기능사(우대);;비희망;;고용촉진장려금대상자,차량소지자,운전면허증;;;;False;False;False;False;False;True;False;False;False;False

136;"지원자격
ㆍ경력 : 6년 이상 우대
업무내용
ㆍ프로그램 설계 요구 사항을 고려하여 기본 구성 및 아키텍처 설계
ㆍJAVA spring 기반 API 개발
자격요건
ㆍJAVA Spring 프레임워크 사용경험
ㆍ웹 서비스 구축, 설계
ㆍ개발팀(총 3인) 리드 역량
우대조건
ㆍ적극적으로 문제를 찾고 논리적 사고로 해결해 나갈 수 있는 분
ㆍ긍정적으로 생각하고 커뮤니케이션 할 수 있는 분
ㆍNode.js 사용 경험 우대
ㆍ개발팀 리드 경험";웹개발자(웹엔지니어·웹프로그래머);JAVA프로그래밍언어전문가;;정보처리기사(우대);;비희망;;;;;;False;True;False;False;False;False;True;False;False;False

137;"■ 채용분야 : 
   - WEB개발 가능자(HTML, SPRING, JSP, JAVAScript)
   - 프로그래밍 개발,
   - 빅데이터, 네트워크, 
   - 어플리케이션 구현
   - 라즈베리파이, 아두이노
   - IOT프로젝트(앱 구현 등)
  상기 직종의 직업훈련 가능하신분 채용합니다.";응용소프트웨어개발자;JAVA프로그래밍언어전문가,모바일애플리케이션프로그래머(앱·어플개발);응용소프트웨어공학(학과:컴퓨터공학부(컴퓨터공학))전산학·컴퓨터공학(학과:컴퓨터공학계열);직업능력개발훈련교사(우대),정보처리기사(우대);;비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용);"[우대사항]
- 자격증 : 직업능력개발훈련교사
- 각종 NCS 교육연수 수료자 
- NCS 교육과정 설계 가능자 
- NCS 이수자평가 경험자 
- 한기대 보수교육(기초2시간, 기본12시간) 수료자";;False;True;False;False;False;True;True;True;True;False

138;"* (과정평가형)정보처리산업기사 과정 훈련 및 자격 취득 교육
* 직업훈련 과정 운영 및 훈련생 관리
* 과정평가형 자격취득 전반 업무
* 직업훈련 운영 관련 행정 업무 일체
* 직업훈련교사 자격 소지 또는 근로자직업능력개발법 시행령 제27조 각 호의 어느 하나에 해당하는 사람
* 훈련교사 보수교육 이수자(기초2시간, 기본12시간)
* 관련 학과 및 경력자 우대";정보통신관리자(부서장);네트워크시스템개발자;정보·통신공학(학과:정보처리학전공);직업능력개발훈련교사(필수),정보처리산업기사(필수);;비희망;;;문서작성 (워드프로세스 활용),프레젠테이션 프로그램 활용;;;False;False;False;False;False;False;False;False;False;False

139;"업무내용 : 자동화 제조 장비 제어 소프트웨어 개발 업무
모션제어(모터), 머신비젼, 레이저  제어  소프트 웨어 개발업무
보유기술 : C#, C++(MFC) 언어 개발 가능자 
                운전가능자
연봉  40,000,000 이상 협의가능";응용소프트웨어개발자;C언어및그외프로그래밍언어전문가;전산학·컴퓨터공학(학과:컴퓨터공학계열);자동차운전면허(필수);;비희망;;;;"경우에 따라 승용 차량 및 차량 유지비 지원 가능.
업무에 따라 근무시간/근무일수/일부재택근무/휴가/대체휴무 조정 가능.
- 대표자/개발이사2명/관리직1명 총 4명이서 근무중임으로 필요할때 집중근무하는 상태이며.
- 기본급 이외 실적에 따라 인센티브 지급되고 있음.
- 2021년에 개인사업자(6년)에서 법인사업자(2년)로 전환함.";;False;False;False;False;False;True;False;False;False;False

140;"1) 오라클 데이터 베이스 운영
2) 서버(Windows/Linux외) 기본 설치 및 기술 지원 
3) (IT솔루션 운영을 위한) DBMS 기초 기술지원(MS-SQL. Oracle, MySql외)
* IT 관련 학과 우대, 관련 자격증 보유 구직자 우대, 운전면허 보유 우대
[IT기술지원 > 기술지원 요청 관리]
